cluster id	Enrichment	Category	COG
GC_00000870	0.3329532404358676	L	"ATP-dependent exoDNAse (exonuclease V), alpha subunit, helicase superfamily I|Uncharacterized protein"
GC_00000870	0.3329532404358676	S	"ATP-dependent exoDNAse (exonuclease V), alpha subunit, helicase superfamily I|Uncharacterized protein"
GC_00000877	0.3329532404358676	R	"Radical SAM superfamily enzyme, MoaA/NifB/PqqE/SkfB family"
GC_00000652	0.5825527580721922	V	Multidrug efflux pump subunit AcrB
GC_00000798	0.1081430398973223	S	"Uncharacterized membrane-anchored protein YjiN, DUF445 family"
GC_00000799	0.3101643783424778	O	"Fe-S cluster biogenesis protein NfuA, 4Fe-4S-binding domain"
GC_00001517	0.001917515134059222	H	"Outer membrane receptor proteins, mostly Fe transport|Outer membrane cobalamin receptor protein"
GC_00001517	0.001917515134059222	P	"Outer membrane receptor proteins, mostly Fe transport|Outer membrane cobalamin receptor protein"
GC_00001516	0.001917515134059222	R	Tetratricopeptide (TPR) repeat
GC_00000578	0.3628956988510275	H	Molybdopterin or thiamine biosynthesis adenylyltransferase
GC_00001510	0.001917515134059222	M	"Periplasmic protein TonB, links inner and outer membranes"
GC_00000576	0.46817511776768067	I	Phosphopantetheinyl transferase (holo-ACP synthase)
GC_00000577	0.3889905975568648		
GC_00000574	0.3628956988510275	V	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)
GC_00000575	0.5825527580721922	R	"Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II"
GC_00000572	0.29000994729334484	K	"RNase H-fold protein, predicted Holliday junction resolvase in Firmicutes and mycoplasms, involved in anti-termination at Rho-dependent terminators"
GC_00000310	0.43728735436651395	J	Tryptophanyl-tRNA synthetase
GC_00000570	0.3889905975568648	G	"Predicted arabinose efflux permease, MFS family"
GC_00000571	0.8560508070647991	C	"Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, beta subunit"
GC_00000778	0.16009138406893367	H	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases
GC_00000778	0.16009138406893367	R	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases
GC_00000476	0.43728735436651395	E	3-isopropylmalate dehydratase small subunit
GC_00000475	0.616378376903795	F	Orotidine-5'-phosphate decarboxylase
GC_00000474	0.616378376903795	G	Triosephosphate isomerase
GC_00000473	0.5447419678888821	J	"Pseudouridylate synthase, 23S rRNA- or tRNA-specific"
GC_00000472	0.3889905975568648		
GC_00000471	0.616378376903795	G	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase
GC_00000470	0.775570396936934	O	"Collagenase-like protease, PrtC family"
GC_00000770	0.3889905975568648	M	Murein tripeptide amidase MpaA
GC_00000771	0.2501779364718848	R	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily
GC_00000771	0.2501779364718848	M	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily
GC_00000772	0.3101643783424778	C	Na+/H+ antiporter NhaC
GC_00000773	0.5825527580721922	C	"Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit"
GC_00000774	0.3889905975568648	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit
GC_00000775	0.16009138406893367	J	"GTPase Era, involved in 16S rRNA processing"
GC_00000479	0.43728735436651395	J	tRNA A37 N6-isopentenylltransferase MiaA
GC_00000478	0.43728735436651395	E	Homoserine acetyltransferase
GC_00000759	0.3889905975568648		
GC_00000712	0.46817511776768067	J	"Ribosomal 50S subunit-recycling heat shock protein, contains S4 domain"
GC_00000642	0.6553385291750634	H	Molybdenum cofactor biosynthesis enzyme
GC_00000701	0.22148488172629252		
GC_00000488	0.616378376903795	S	"Uncharacterized conserved protein, lysophospholipid acyltransferase (LPLAT) superfamily"
GC_00000489	0.616378376903795	C	(2Fe-2S) ferredoxin
GC_00001177	0.004492690417403219	P	"ABC-type phosphate transport system, ATPase component"
GC_00000700	0.22148488172629252	P	Exopolyphosphatase/pppGpp-phosphohydrolase
GC_00000700	0.22148488172629252	T	Exopolyphosphatase/pppGpp-phosphohydrolase
GC_00000700	0.22148488172629252	F	Exopolyphosphatase/pppGpp-phosphohydrolase
GC_00000482	0.29000994729334484	U	Biopolymer transport protein ExbB/TolQ
GC_00000483	0.3889905975568648	H	4-hydroxy-L-threonine phosphate dehydrogenase PdxA
GC_00000480	0.3628956988510275	H	NH3-dependent NAD+ synthetase|Predicted amidohydrolase
GC_00000480	0.3628956988510275	R	NH3-dependent NAD+ synthetase|Predicted amidohydrolase
GC_00000481	0.43728735436651395	R	Diadenosine tetraphosphate (Ap4A) hydrolase or other HIT family hydrolase
GC_00000481	0.43728735436651395	G	Diadenosine tetraphosphate (Ap4A) hydrolase or other HIT family hydrolase
GC_00000481	0.43728735436651395	F	Diadenosine tetraphosphate (Ap4A) hydrolase or other HIT family hydrolase
GC_00000486	0.43728735436651395	H	Molybdopterin biosynthesis enzyme
GC_00000487	0.43728735436651395	O	tmRNA-binding protein
GC_00000484	0.29000994729334484	R	"Tetratricopeptide (TPR) repeat|Putative Zn-dependent protease, contains TPR repeats"
GC_00000485	0.3628956988510275	R	Predicted flavoprotein YhiN
GC_00001293	0.004492690417403219	P	"ABC-type phosphate transport system, permease component"
GC_00001422	0.00984905500675873		
GC_00000713	0.5028506919776455		
GC_00000704	0.22148488172629252	Q	Acyl carrier protein
GC_00000704	0.22148488172629252	I	Acyl carrier protein
GC_00001050	0.17474955297807723		
GC_00000508	0.43728735436651395	H	3-polyprenyl-4-hydroxybenzoate decarboxylase
GC_00001056	0.06533695274530184	L	Superfamily I DNA or RNA helicase|RecB family exonuclease
GC_00000707	0.8889718685176127	C	Anaerobic selenocysteine-containing dehydrogenase
GC_00000503	0.3628956988510275	O	"ATP-dependent protease HslVU (ClpYQ), peptidase subunit"
GC_00000502	0.775570396936934	J	"Pseudouridylate synthase, 23S rRNA- or tRNA-specific"
GC_00001191	0.061830138635277004	O	Membrane protein implicated in regulation of membrane protease activity
GC_00000500	0.43728735436651395	H	Phosphopantetheine adenylyltransferase
GC_00000507	0.5447419678888821	R	 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC and related HAD superfamily phosphatases
GC_00000507	0.5447419678888821	M	 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC and related HAD superfamily phosphatases
GC_00000506	0.22148488172629252	D	Cell division protein FtsI/penicillin-binding protein 2
GC_00000506	0.22148488172629252	M	Cell division protein FtsI/penicillin-binding protein 2
GC_00000505	0.3628956988510275	T	"Oligoribonuclease NrnB or cAMP/cGMP phosphodiesterase, DHH superfamily"
GC_00000505	0.3628956988510275	J	"Oligoribonuclease NrnB or cAMP/cGMP phosphodiesterase, DHH superfamily"
GC_00000504	0.616378376903795	L	DNA primase (bacterial type)
GC_00000501	0.43728735436651395	E	Carbamoylphosphate synthase small subunit
GC_00000501	0.43728735436651395	F	Carbamoylphosphate synthase small subunit
GC_00000710	0.5825527580721922	O	FKBP-type peptidyl-prolyl cis-trans isomerase 2
GC_00001455	0.001917515134059222	U	Biopolymer transport protein ExbD
GC_00000055	0.5804861678415716	H	Glutamyl-tRNA reductase
GC_00000054	0.616378376903795	L	"DNA gyrase/topoisomerase IV, subunit A"
GC_00000057	0.6815023850991703	H	"Putative GTP cyclohydrolase 1 type 2, NIF3 family"
GC_00000056	0.5804861678415716	I	"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase|2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase"
GC_00000051	0.5105518635863108	J	Ribosomal protein L7/L12
GC_00000050	0.616378376903795	C	Monomeric isocitrate dehydrogenase
GC_00000053	0.5804861678415716	O	"ATP-dependent Lon protease, bacterial type"
GC_00000052	0.1081430398973223	T	"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain"
GC_00000052	0.1081430398973223	K	"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain"
GC_00000711	0.5028506919776455	O	Cytochrome c peroxidase
GC_00000896	0.11092553617562496	V	Multidrug efflux pump subunit AcrA (membrane-fusion protein)
GC_00000896	0.11092553617562496	M	Multidrug efflux pump subunit AcrA (membrane-fusion protein)
GC_00000059	0.5804861678415716	J	Aspartyl-tRNA synthetase
GC_00000058	0.6815023850991703	J	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)
GC_00000261	0.29000994729334484	E	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH
GC_00001222	0.028596331069503027	T	Serine/threonine protein kinase|Serine/threonine protein phosphatase PrpC
GC_00000818	0.06711716808999836	C	Anaerobic selenocysteine-containing dehydrogenase
GC_00000108	0.5804861678415716	J	Ribosomal protein L25 (general stress protein Ctc)
GC_00000600	0.3628956988510275	J	"Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing"
GC_00000601	0.5447419678888821	J	tRNA A37 threonylcarbamoyltransferase TsaD
GC_00000602	0.3101643783424778	H	Molybdopterin biosynthesis enzyme
GC_00000603	0.5447419678888821	W	"Tfp pilus assembly protein PilT, pilus retraction ATPase"
GC_00000603	0.5447419678888821	N	"Tfp pilus assembly protein PilT, pilus retraction ATPase"
GC_00000604	0.29000994729334484	J	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)
GC_00000605	0.46817511776768067	T	"Diadenosine tetraphosphatase ApaH/serine/threonine protein phosphatase, PP2A family"
GC_00000606	0.5447419678888821	E	Dihydroxyacid dehydratase/phosphogluconate dehydratase
GC_00000606	0.5447419678888821	G	Dihydroxyacid dehydratase/phosphogluconate dehydratase
GC_00000607	0.3628956988510275	F	Nucleoside phosphorylase
GC_00000608	0.8130410332312842	J	Ribosomal protein S9
GC_00000609	0.3628956988510275	R	"Uncharacterized pyridoxal phosphate-containing protein, affects Ilv metabolism, UPF0001 family"
GC_00000357	0.43728735436651395	W	Type II secretory pathway ATPase GspE/PulE or T4P pilus assembly pathway ATPase PilB
GC_00000357	0.43728735436651395	U	Type II secretory pathway ATPase GspE/PulE or T4P pilus assembly pathway ATPase PilB
GC_00000357	0.43728735436651395	N	Type II secretory pathway ATPase GspE/PulE or T4P pilus assembly pathway ATPase PilB
GC_00000288	0.6553385291750634		
GC_00000289	0.5105518635863108	E	Phosphoribosylanthranilate isomerase
GC_00000936	0.3329532404358676	M	"Cell wall-associated hydrolase, NlpC family"
GC_00000285	0.5447419678888821	W	"Type II secretory pathway, pseudopilin PulG"
GC_00000285	0.5447419678888821	U	"Type II secretory pathway, pseudopilin PulG"
GC_00000285	0.5447419678888821	N	"Type II secretory pathway, pseudopilin PulG"
GC_00000286	0.43728735436651395	L	DNA repair ATPase RecN
GC_00000935	0.03736214018578543	P	"Arsenate reductase and related proteins, glutaredoxin family"
GC_00000280	0.616378376903795	J	Ribosome-binding factor A
GC_00000281	0.616378376903795	H	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase
GC_00000281	0.616378376903795	E	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase
GC_00000930	0.03736214018578543		
GC_00000283	0.43728735436651395	W	"Tfp pilus assembly protein PilT, pilus retraction ATPase"
GC_00000283	0.43728735436651395	N	"Tfp pilus assembly protein PilT, pilus retraction ATPase"
GC_00000835	0.1081430398973223		
GC_00000674	0.8889718685176127	H	Uroporphyrinogen-III methylase (siroheme synthase)
GC_00000118	0.5105518635863108	H	Nicotinate-nucleotide pyrophosphorylase
GC_00000119	0.3628956988510275	C	Cytochrome c553
GC_00000831	0.16009138406893367		
GC_00000830	0.5028506919776455	C	"Cbb3-type cytochrome oxidase, cytochrome c subunit"
GC_00000114	0.5804861678415716	G	Enolase
GC_00000115	0.5804861678415716	R	"NAD(P)H-dependent flavin oxidoreductase YrpB, nitropropane dioxygenase family"
GC_00000116	0.6815023850991703	M	UDP-N-acetylglucosamine enolpyruvyl transferase
GC_00000117	0.5804861678415716	J	Peptide deformylase
GC_00000110	0.5447419678888821	F	Ribonucleotide reductase alpha subunit
GC_00000111	0.6815023850991703	J	Translation initiation factor IF-3
GC_00000839	0.5028506919776455		
GC_00000838	0.1081430398973223	L	Uracil-DNA glycosylase
GC_00000309	0.5105518635863108	O	Protein-L-isoaspartate O-methyltransferase
GC_00000308	0.5447419678888821	C	Rieske Fe-S protein
GC_00000305	0.46817511776768067	E	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase
GC_00000304	0.43728735436651395	E	Cysteine synthase
GC_00000307	0.43728735436651395	C	FoF1-type ATP synthase assembly protein I
GC_00000306	0.43728735436651395	M	UDP-N-acetylmuramyl tripeptide synthase
GC_00000301	0.5105518635863108	E	Anthranilate phosphoribosyltransferase
GC_00000300	0.5447419678888821	C	Cytochrome b subunit of the bc complex
GC_00000303	0.5447419678888821	U	Signal recognition particle GTPase
GC_00000302	0.3628956988510275	O	"Membrane associated serine protease, rhomboid family"
GC_00000734	0.3889905975568648	I	"Phospholipid biosynthesis protein PlsY, probable glycerol-3-phosphate acyltransferase"
GC_00000735	0.3889905975568648	C	"FoF1-type ATP synthase, membrane subunit b or b'"
GC_00000737	0.3889905975568648	J	Ribonuclease I
GC_00000730	0.3101643783424778	P	Rhodanese-related sulfurtransferase
GC_00000731	0.22148488172629252	X	"Phage repressor protein C, contains Cro/C1-type HTH and peptisase s24 domains"
GC_00000733	0.22148488172629252	S	Uncharacterized membrane protein
GC_00000738	0.9769237075021401	R	DNA-binding beta-propeller fold protein YncE
GC_00000739	0.5825527580721922	R	Predicted amidohydrolase
GC_00000538	0.3628956988510275	I	Undecaprenyl pyrophosphate phosphatase UppP
GC_00000239	0.5105518635863108	D	"Bacterial cell division protein FtsW, lipid II flippase"
GC_00000238	0.5105518635863108	H	Biotin carboxyl carrier protein|Pyruvate/oxaloacetate carboxyltransferase
GC_00000238	0.5105518635863108	C	Biotin carboxyl carrier protein|Pyruvate/oxaloacetate carboxyltransferase
GC_00000238	0.5105518635863108	I	Biotin carboxyl carrier protein|Pyruvate/oxaloacetate carboxyltransferase
GC_00000949	0.3329532404358676	G	Glucose-6-phosphate isomerase
GC_00000948	0.3329532404358676	M	Membrane-bound lytic murein transglycosylase B
GC_00000943	0.16740263250790133	G	Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase
GC_00000230	0.43728735436651395	E	Aspartate/methionine/tyrosine aminotransferase
GC_00000941	0.16740263250790133	C	Fe-S-cluster-containing dehydrogenase component
GC_00000232	0.6815023850991703	F	"Phosphoribosylformylglycinamidine (FGAM) synthase, PurS component"
GC_00000235	0.5105518635863108	H	Anthranilate/para-aminobenzoate synthases component I
GC_00000235	0.5105518635863108	E	Anthranilate/para-aminobenzoate synthases component I
GC_00000234	0.5105518635863108	F	NAD kinase
GC_00000945	0.993233550440267	P	Voltage-gated potassium channel Kch
GC_00000944	0.16740263250790133	S	Uncharacterized protein
GC_00000705	0.29000994729334484	H	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase
GC_00000705	0.29000994729334484	E	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase
GC_00000383	0.3628956988510275	G	Periplasmic beta-glucosidase and related glycosidases
GC_00001019	0.033775625755078205	P	"Arsenate reductase and related proteins, glutaredoxin family"
GC_00001016	0.06533695274530184	S	"Uncharacterized conserved protein YehS, DUF1456 family"
GC_00001017	0.17474955297807723	P	"Kef-type K+ transport system, membrane component KefB|Voltage-gated potassium channel Kch"
GC_00000382	0.5105518635863108	K	Transcription termination factor NusB
GC_00001011	0.17474955297807723	L	"Archaeal DNA helicase HerA or a related bacterial ATPase, contains HAS-barrel and ATPase domains|Protein involved in chromosome segregation, interacts with SMC proteins"
GC_00001011	0.17474955297807723	D	"Archaeal DNA helicase HerA or a related bacterial ATPase, contains HAS-barrel and ATPase domains|Protein involved in chromosome segregation, interacts with SMC proteins"
GC_00000547	0.5447419678888821	F	"Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family"
GC_00000546	0.3628956988510275	J	Ribosomal protein S16
GC_00000545	0.616378376903795	E	Pyrroline-5-carboxylate reductase
GC_00000544	0.46817511776768067	C	Polyferredoxin
GC_00000542	0.43728735436651395	F	"GMP synthase - Glutamine amidotransferase domain|GMP synthase, PP-ATPase domain/subunit"
GC_00000541	0.5447419678888821	E	Gamma-glutamyl phosphate reductase
GC_00000540	0.22148488172629252	R	"Uncharacterized conserved protein YyaL, SSP411 family, contains thoiredoxin and six-hairpin glycosidase-like domains"
GC_00000420	0.43728735436651395	J	23S rRNA pseudoU1915 N3-methylase RlmH
GC_00000421	0.43728735436651395	M	"Outer membrane protein assembly factor BamD, BamD/ComL family"
GC_00000422	0.43728735436651395	G	Phosphomannomutase
GC_00000423	0.616378376903795	J	Ribosomal protein L13
GC_00000424	0.3628956988510275	M	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase
GC_00000425	0.5447419678888821	P	"ABC-type molybdate transport system, periplasmic component"
GC_00000549	0.29000994729334484	S	"Uncharacterized conserved protein YggT, Ycf19 family"
GC_00000548	0.29000994729334484	P	Voltage-gated potassium channel Kch
GC_00000433	0.3628956988510275	K	"DNA-binding transcriptional regulator, IscR family"
GC_00000953	0.16740263250790133	S	Uncharacterized paraquat-inducible protein A
GC_00000455	0.616378376903795	R	Predicted PurR-regulated permease PerM
GC_00000389	0.5447419678888821	H	"Pyrimidine deaminase domain of riboflavin biosynthesis protein RibD|Pyrimidine reductase, riboflavin biosynthesis"
GC_00000388	0.3628956988510275	H	"2-iminoacetate synthase ThiH (tyrosine cleavage enzyme, thamine biosynthesis)"
GC_00001083	0.11092553617562496	S	Uncharacterized membrane protein YeiH
GC_00001082	0.17474955297807723	M	"1,6-Anhydro-N-acetylmuramate kinase"
GC_00001084	0.11092553617562496		
GC_00001089	0.033775625755078205	I	Fatty acid desaturase
GC_00001088	0.002027545350711192	H	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
GC_00001088	0.002027545350711192	C	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
GC_00000459	0.7198531899253355	R	Conserved DNA-binding protein YbaB (function unknown)
GC_00001124	0.11092553617562496	S	"Uncharacterized conserved protein YidB, DUF937 family"
GC_00000528	0.616378376903795	H	"7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase"
GC_00000099	0.5105518635863108	C	NADH:ubiquinone oxidoreductase subunit 1 (chain H)
GC_00000454	0.43728735436651395	R	Tetratricopeptide (TPR) repeat
GC_00000098	0.616378376903795	J	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)
GC_00001263	0.028596331069503027		
GC_00001267	0.00984905500675873	P	"ABC-type phosphate transport system, permease component"
GC_00000886	0.3329532404358676	P	"Formate-dependent nitrite reductase, membrane component NrfD"
GC_00000887	0.2501779364718848	H	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase
GC_00000887	0.2501779364718848	C	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase
GC_00000887	0.2501779364718848	R	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase
GC_00000884	0.3329532404358676	L	Replication-associated recombination protein RarA (DNA-dependent ATPase)
GC_00001068	0.17474955297807723	O	Cytoplasmic chaperone TorD involved in molybdoenzyme TorA maturation
GC_00000882	0.2351278812057057	P	Rhodanese-related sulfurtransferase
GC_00001119	0.061830138635277004	M	"Glycerol-3-phosphate cytidylyltransferase, cytidylyltransferase family|ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase"
GC_00001065	0.06533695274530184	E	Histidinol phosphatase or a related phosphatase
GC_00000889	0.16740263250790133	H	"Glutathione synthase/RimK-type ligase, ATP-grasp superfamily"
GC_00000889	0.16740263250790133	J	"Glutathione synthase/RimK-type ligase, ATP-grasp superfamily"
GC_00000868	0.3329532404358676	H	Pyridoxine 5'-phosphate synthase PdxJ
GC_00000869	0.4185504297622598	I	"NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase"
GC_00000157	0.29000994729334484	C	NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G)
GC_00000091	0.43728735436651395	C	"ABC-type transport system involved in cytochrome c biogenesis, permease component|Cytochrome c biogenesis protein ResB"
GC_00000091	0.43728735436651395	O	"ABC-type transport system involved in cytochrome c biogenesis, permease component|Cytochrome c biogenesis protein ResB"
GC_00000090	0.5105518635863108	G	"Phosphoglycerate mutase (BPG-independent, AlkP superfamily)"
GC_00000165	0.43728735436651395	H	Deoxyxylulose-5-phosphate synthase
GC_00000165	0.43728735436651395	I	Deoxyxylulose-5-phosphate synthase
GC_00000164	0.5105518635863108	M	Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)
GC_00000167	0.5105518635863108	H	Biotin synthase or related enzyme
GC_00000166	0.775570396936934	J	"Translation elongation factor EF-G, a GTPase"
GC_00000161	0.5105518635863108	O	"C-terminal processing protease CtpA/Prc, contains a PDZ domain"
GC_00000714	0.29000994729334484	L	"DNA polymerase III, delta subunit"
GC_00000163	0.775570396936934	C	Aconitase B
GC_00000162	0.5804861678415716	J	Phenylalanyl-tRNA synthetase beta subunit|tRNA-binding EMAP/Myf domain
GC_00000086	0.5804861678415716	O	Leu/Phe-tRNA-protein transferase
GC_00000087	0.5804861678415716	J	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)
GC_00000084	0.5804861678415716	K	"DNA-binding transcriptional regulator, LysR family"
GC_00000085	0.5804861678415716	J	Ribosomal protein S1
GC_00000082	0.5105518635863108	L	RecA/RadA recombinase
GC_00000083	0.5105518635863108	L	Replicative DNA helicase
GC_00000080	0.43728735436651395	F	"Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain"
GC_00000081	0.5105518635863108	E	Homoserine dehydrogenase
GC_00000284	0.5105518635863108	E	"ABC-type Fe3+/spermidine/putrescine transport systems, ATPase components"
GC_00000646	0.3628956988510275	J	Ribosomal protein L9
GC_00000647	0.6553385291750634	G	Phosphomannomutase
GC_00000865	0.2351278812057057	T	"Signal-transduction protein containing cAMP-binding, CBS, and nucleotidyltransferase domains"
GC_00000011	0.3628956988510275	D	"Chromosome partitioning ATPase, Mrp family, contains Fe-S cluster|Metal-sulfur cluster biosynthetic enzyme"
GC_00000011	0.3628956988510275	O	"Chromosome partitioning ATPase, Mrp family, contains Fe-S cluster|Metal-sulfur cluster biosynthetic enzyme"
GC_00000010	0.5804861678415716	K	"DNA-directed RNA polymerase, beta' subunit/160 kD subunit"
GC_00000013	0.3628956988510275		
GC_00000012	0.5105518635863108	C	NADH:ubiquinone oxidoreductase 20 kD subunit (chhain B) or related Fe-S oxidoreductase
GC_00000015	0.43728735436651395	E	Tryptophan synthase beta chain
GC_00000014	0.5447419678888821	C	"Ferredoxin-thioredoxin reductase, catalytic subunit"
GC_00000017	0.5804861678415716	K	"DNA-directed RNA polymerase, beta subunit/140 kD subunit|DNA-directed RNA polymerase, beta subunit/140 kD subunit"
GC_00000016	0.5105518635863108	J	Alanyl-tRNA synthetase
GC_00000019	0.5105518635863108	T	Predicted membrane GTPase involved in stress response
GC_00000018	0.22148488172629252	T	Protein-tyrosine-phosphatase
GC_00000418	0.616378376903795	C	NADH:ubiquinone oxidoreductase subunit 3 (chain A)
GC_00000262	0.3628956988510275	O	"Molecular chaperone, HSP90 family"
GC_00000263	0.3628956988510275	R	Secreted protein containing bacterial Ig-like domain and vWFA domain
GC_00000260	0.5804861678415716	E	Permease of the drug/metabolite transporter (DMT) superfamily
GC_00000260	0.5804861678415716	R	Permease of the drug/metabolite transporter (DMT) superfamily
GC_00000260	0.5804861678415716	G	Permease of the drug/metabolite transporter (DMT) superfamily
GC_00000287	0.616378376903795	O	Cytoplasmic chaperone NapD for the signal peptide of periplasmic nitrate reductase NapAB
GC_00000266	0.43728735436651395	E	Aspartokinase
GC_00000267	0.616378376903795	E	Tryptophan synthase alpha chain
GC_00000264	0.5804861678415716	M	3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase
GC_00000265	0.5105518635863108	M	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase
GC_00000268	0.5105518635863108	C	NADH:ubiquinone oxidoreductase 27 kD subunit (chain C)
GC_00000269	0.5105518635863108	J	Methionyl-tRNA formyltransferase
GC_00000458	0.3628956988510275	T	UTP:GlnB (protein PII) uridylyltransferase
GC_00000458	0.3628956988510275	O	UTP:GlnB (protein PII) uridylyltransferase
GC_00000686	0.8130410332312842	H	"Molybdopterin converting factor, small subunit"
GC_00000282	0.5105518635863108	H	"5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase"
GC_00000414	0.616378376903795	L	"DNA polymerase III, alpha subunit"
GC_00000585	0.29000994729334484	H	Ketol-acid reductoisomerase
GC_00000585	0.29000994729334484	E	Ketol-acid reductoisomerase
GC_00000411	0.3628956988510275	J	"Glycyl-tRNA synthetase, beta subunit"
GC_00000584	0.29000994729334484	O	"Negative regulator of GroEL, contains thioredoxin-like and TPR-like domains"
GC_00000410	0.616378376903795	D	ABC-type ATPase involved in cell division
GC_00000907	0.3329532404358676	J	Ribosomal protein S21
GC_00000906	0.2351278812057057	G	"Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific|Phosphotransferase system IIB components"
GC_00000687	0.3889905975568648	J	tRNA(Glu) U13 pseudouridine synthase TruD
GC_00000648	0.29000994729334484	J	Protein chain release factor A
GC_00000649	0.29000994729334484	Q	"Predicted house-cleaning NTP pyrophosphatase, Maf/HAM1 superfamily"
GC_00000901	0.2351278812057057	R	Calcineurin-like phosphoesterase
GC_00000900	0.2351278812057057	P	"Sulfate permease or related transporter, MFS superfamily"
GC_00000860	0.4185504297622598	F	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase
GC_00000645	0.6553385291750634	T	Putative lipoic acid-binding regulatory protein
GC_00000862	0.4185504297622598	L	Recombinational DNA repair protein (RecF pathway)
GC_00000271	0.43728735436651395	M	Small-conductance mechanosensitive channel
GC_00000640	0.3628956988510275	L	5'-3' exonuclease|DNA polymerase I - 3'-5' exonuclease and polymerase domains
GC_00000641	0.3628956988510275	T	"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain"
GC_00000641	0.3628956988510275	K	"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain"
GC_00000866	0.3329532404358676	L	G:T/U-mismatch repair DNA glycosylase
GC_00000643	0.3628956988510275	X	"Bacteriophage DNA transposition protein, AAA+ family ATPase"
GC_00000583	0.5447419678888821	E	"1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase, PLP-dependent ACC family"
GC_00000582	0.3628956988510275	K	Exoribonuclease R
GC_00000581	0.6553385291750634	U	"Type II secretory pathway, component PulC"
GC_00000580	0.3628956988510275	F	Adenylosuccinate synthase
GC_00000587	0.3889905975568648	E	Glutathionylspermidine synthase
GC_00000586	0.3628956988510275		
GC_00000685	0.11009665284052815	E	Glutamate dehydrogenase/leucine dehydrogenase
GC_00001114	0.014353270684171325	P	Copper chaperone CopZ
GC_00000589	0.5447419678888821	J	Methionine aminopeptidase
GC_00000588	0.8560508070647991	K	"DNA-directed RNA polymerase, alpha subunit/40 kD subunit"
GC_00000464	0.616378376903795	H	Aspartate 1-decarboxylase
GC_00000465	0.43728735436651395	R	Predicted amidohydrolase
GC_00000466	0.5447419678888821	L	Endonuclease III
GC_00000467	0.43728735436651395		
GC_00000749	0.2351278812057057	M	Small-conductance mechanosensitive channel
GC_00000461	0.43728735436651395	J	Ribosomal protein S6
GC_00000462	0.43728735436651395		
